0.52342,277.91,0.264,-0.0266,0.223,-0.00888
0.53718,198.91,0.233,-0.0185,0.204,-0.00461
0.56284,222.19,0.262,-0.0289,0.221,-0.013
0.59212,306.43,0.292,-0.0473,0.273,-0.0264
0.62269,236.36,0.29,-0.0435,0.273,-0.028
0.63052,347.82,0.332,-0.0561,0.298,-0.0332
0.6588,319.7,0.345,-0.0599,0.3,-0.0356
0.69896,280.62,0.341,-0.0699,0.313,-0.0452
0.72323,296.71,0.341,-0.0699,0.313,-0.0452
0.74404,323.84,0.362,-0.0812,0.345,-0.0539
0.76039,252.34,0.361,-0.0738,0.333,-0.0511
0.78788,301.26,0.388,-0.0869,0.363,-0.0609
0.82339,192.85,0.352,-0.076,0.341,-0.0544
0.84023,212.17,0.377,-0.082,0.357,-0.064
0.87005,325.16,0.427,-0.0994,0.411,-0.076
0.88084,230.57,0.417,-0.0948,0.385,-0.0731
0.91773,313,0.438,-0.107,0.427,-0.0823
0.93817,247.52,0.419,-0.105,0.408,-0.0839
0.95644,367.1,0.458,-0.117,0.447,-0.0896
0.99683,204.22,0.454,-0.107,0.413,-0.0866
1.0238,370.91,0.478,-0.125,0.476,-0.101
1.0265,217.32,0.441,-0.119,0.416,-0.0932
1.0559,255.69,0.473,-0.123,0.457,-0.101
1.088,208.17,0.456,-0.123,0.431,-0.0995
1.1075,229.64,0.466,-0.126,0.453,-0.105
1.13,364.19,0.51,-0.137,0.516,-0.111
1.161,289.48,0.533,-0.139,0.508,-0.118
1.1969,244.46,0.511,-0.142,0.49,-0.118
1.2061,184.12,0.482,-0.132,0.465,-0.11
1.2265,379.19,0.536,-0.149,0.543,-0.121
1.2649,350.04,0.54,-0.15,0.522,-0.125
1.2965,264.39,0.548,-0.155,0.522,-0.13
1.3198,292.68,0.569,-0.16,0.549,-0.135
1.3449,358.64,0.557,-0.16,0.565,-0.134
1.3536,268.61,0.552,-0.165,0.539,-0.136
1.3984,337.56,0.562,-0.173,0.554,-0.144
1.4091,330.26,0.568,-0.169,0.573,-0.143
1.4313,340.13,0.572,-0.169,0.568,-0.143
1.468,273.83,0.577,-0.174,0.576,-0.148
1.4791,187.57,0.543,-0.161,0.531,-0.141
0.50543,188.51117,0.223,-0.0086,0.2,0.00325
0.52031,221.8774,0.225,-0.0213,0.193,-0.00599
0.53048,272.2821,0.267,-0.0296,0.215,-0.0115
0.54302,185.32319,0.216,-0.0215,0.19,-0.00571
