0.52342,277.91,0.254,-0.0139,0.283,-0.0112
0.53718,198.91,0.279,-0.0088,0.253,-0.00662
0.56284,222.19,0.292,-0.0144,0.287,-0.00981
0.59212,306.43,0.294,-0.0229,0.323,-0.0233
0.62269,236.36,0.308,-0.0192,0.316,-0.0165
0.63052,347.82,0.346,-0.0354,0.356,-0.0311
0.6588,319.7,0.36,-0.0358,0.371,-0.0334
0.69896,280.62,0.373,-0.0374,0.397,-0.0313
0.72323,296.71,0.382,-0.0383,0.411,-0.0391
0.74404,323.84,0.404,-0.0454,0.434,-0.043
0.76039,252.34,0.396,-0.0387,0.401,-0.0325
0.78788,301.26,0.41,-0.051,0.442,-0.0463
0.82339,192.85,0.394,-0.0305,0.432,-0.0317
0.84023,212.17,0.425,-0.0381,0.439,-0.0368
0.87005,325.16,0.465,-0.0641,0.49,-0.0611
0.88084,230.57,0.444,-0.0462,0.459,-0.0442
0.91773,313,0.474,-0.0681,0.505,-0.0606
0.93817,247.52,0.483,-0.0532,0.494,-0.0527
0.95644,367.1,0.512,-0.0823,0.538,-0.079
0.99683,204.22,0.48,-0.0514,0.524,-0.0478
1.0238,370.91,0.557,-0.091,0.573,-0.0871
1.0265,217.32,0.503,-0.0589,0.513,-0.0519
1.0559,255.69,0.528,-0.0703,0.542,-0.0642
1.088,208.17,0.535,-0.0611,0.53,-0.0571
1.1075,229.64,0.545,-0.0688,0.548,-0.0617
1.13,364.19,0.587,-0.102,0.624,-0.0971
1.161,289.48,0.581,-0.089,0.604,-0.0814
1.1969,244.46,0.571,-0.0804,0.601,-0.0723
1.2061,184.12,0.532,-0.0629,0.553,-0.0576
1.2265,379.19,0.635,-0.116,0.654,-0.109
1.2649,350.04,0.641,-0.115,0.645,-0.109
1.2965,264.39,0.604,-0.0943,0.644,-0.0877
1.3198,292.68,0.634,-0.105,0.657,-0.0979
1.3449,358.64,0.651,-0.125,0.691,-0.118
1.3536,268.61,0.617,-0.098,0.649,-0.0946
1.3984,337.56,0.665,-0.124,0.702,-0.117
1.4091,330.26,0.666,-0.124,0.7,-0.117
1.4313,340.13,0.674,-0.127,0.719,-0.122
1.468,273.83,0.656,-0.108,0.699,-0.104
1.4791,187.57,0.593,-0.0828,0.616,-0.0735
1.0056,375.09,0.551,-0.0925,0.565,-0.0846
1.0268,319.37,0.523,-0.0823,0.564,-0.078
1.0698,330.47,0.569,-0.0882,0.583,-0.084
1.094,339.57,0.563,-0.0931,0.599,-0.0873
1.1009,351.7,0.577,-0.098,0.609,-0.0893
1.1489,314.28,0.584,-0.0904,0.62,-0.0871
1.1524,368.95,0.603,-0.103,0.632,-0.102
1.1829,358.27,0.616,-0.106,0.647,-0.101
1.2185,394.71,0.652,-0.12,0.675,-0.112
1.2327,395.43,0.647,-0.121,0.667,-0.116
1.2565,367.14,0.637,-0.116,0.669,-0.112
1.2857,327.16,0.627,-0.111,0.671,-0.104
1.3056,308,0.622,-0.106,0.655,-0.102
1.329,391.53,0.676,-0.131,0.697,-0.126
1.3737,374.56,0.667,-0.131,0.694,-0.127
1.3911,384.13,0.681,-0.135,0.715,-0.129
1.4239,354.82,0.684,-0.131,0.717,-0.125
1.4323,324.08,0.679,-0.121,0.709,-0.118
1.464,345.84,0.682,-0.134,0.717,-0.127
1.4913,312.15,0.68,-0.124,0.71,-0.119
1.5217,355.81,0.709,-0.14,0.738,-0.135
1.5367,399.64,0.728,-0.152,0.758,-0.149
1.5525,387.55,0.724,-0.153,0.752,-0.144
1.5874,316.41,0.708,-0.133,0.728,-0.126
1.6023,333.71,0.713,-0.141,0.739,-0.132
1.6268,320.37,0.693,-0.139,0.744,-0.132
1.6707,372.13,0.752,-0.157,0.778,-0.152
1.6763,360.66,0.744,-0.157,0.769,-0.15
1.7109,329.3,0.732,-0.147,0.76,-0.14
1.7335,303.75,0.72,-0.141,0.76,-0.132
1.7558,302.17,0.717,-0.142,0.751,-0.137
1.7828,344.21,0.755,-0.156,0.78,-0.149
1.8032,385.4,0.774,-0.174,0.811,-0.165
1.8264,307.41,0.741,-0.149,0.759,-0.143
1.859,379.54,0.787,-0.175,0.812,-0.167
1.8971,335.08,0.765,-0.165,0.784,-0.154
1.9117,340.84,0.765,-0.164,0.795,-0.158
1.9381,381.54,0.781,-0.182,0.822,-0.176
1.962,362.72,0.784,-0.175,0.82,-0.168
1.984,348,0.793,-0.171,0.81,-0.163
0.50543,188.51117,0.227,-0.0049,0.264,-0.00157
0.52031,221.8774,0.248,-0.0077,0.258,-0.00688
0.53048,272.2821,0.259,-0.0158,0.274,-0.0118
0.54302,185.32319,0.25,-0.0115,0.256,-0.0111
0.55981,326.02771,0.292,-0.024,0.318,-0.0235
0.57473,202.86707,0.287,-0.0126,0.296,-0.00949
0.58072,268.09677,0.314,-0.0228,0.303,-0.02
0.59274,346.85828,0.305,-0.0291,0.311,-0.0268
0.60709,196.06899,0.291,-0.0144,0.302,-0.0113
0.6163,339.71926,0.33,-0.0329,0.335,-0.0302
0.62542,263.12421,0.318,-0.0238,0.334,-0.0195
0.64206,258.87482,0.322,-0.0249,0.344,-0.0221
0.65113,286.76188,0.351,-0.0318,0.369,-0.0247
0.66409,231.65576,0.332,-0.0256,0.355,-0.0218
0.68581,295.2597,0.361,-0.0351,0.383,-0.0357
0.69017,336.56739,0.383,-0.0471,0.388,-0.0394
0.70648,324.16465,0.383,-0.0462,0.399,-0.0395
0.71785,215.20289,0.355,-0.0284,0.372,-0.0252
0.72629,201.05375,0.358,-0.0251,0.385,-0.0211
0.74074,248.15406,0.378,-0.0339,0.403,-0.0301
0.76125,209.50423,0.376,-0.0345,0.402,-0.0264
0.76519,329.79973,0.41,-0.0533,0.445,-0.0463
0.78396,343.53776,0.433,-0.0579,0.449,-0.0538
0.7945,315.34394,0.435,-0.0519,0.461,-0.0497
0.80363,183.5516,0.386,-0.0306,0.402,-0.0255
0.82258,240.23178,0.414,-0.04,0.443,-0.0372
0.82627,236.70452,0.431,-0.0428,0.441,-0.0349
0.8387,285.93158,0.427,-0.0516,0.462,-0.0468
0.85571,230.35997,0.434,-0.043,0.459,-0.041
0.87166,302.04616,0.456,-0.0577,0.491,-0.0556
0.88605,254.76843,0.457,-0.0507,0.486,-0.0469
0.88808,279.43583,0.474,-0.0557,0.484,-0.0544
0.91081,226.46073,0.455,-0.0496,0.486,-0.0431
0.91934,294.10819,0.503,-0.0611,0.516,-0.0572
0.93198,310.99561,0.483,-0.0703,0.52,-0.0622
0.94607,274.91865,0.487,-0.0633,0.512,-0.0572
0.96049,245.05166,0.49,-0.0511,0.513,-0.0549
0.97206,303.46507,0.511,-0.0703,0.536,-0.0649
0.97501,211.83557,0.478,-0.0512,0.51,-0.0463
0.99721,320.20121,0.537,-0.0774,0.563,-0.0724
