0.52342,277.91,0.257,-0.0103,0.269,-0.0104
0.53718,198.91,0.258,-0.0004,0.262,-0.00363
0.56284,222.19,0.254,-0.0074,0.291,-0.00839
0.59212,306.43,0.312,-0.0209,0.331,-0.0164
0.62269,236.36,0.334,-0.0192,0.343,-0.0114
0.63052,347.82,0.343,-0.0321,0.367,-0.0298
0.6588,319.7,0.358,-0.0316,0.388,-0.0275
0.69896,280.62,0.366,-0.0304,0.387,-0.0257
0.72323,296.71,0.382,-0.0323,0.423,-0.0296
0.74404,323.84,0.409,-0.0446,0.432,-0.0367
0.76039,252.34,0.39,-0.0343,0.425,-0.0298
0.78788,301.26,0.412,-0.0398,0.455,-0.0372
0.82339,192.85,0.393,-0.0274,0.424,-0.0265
0.84023,212.17,0.42,-0.03,0.443,-0.0302
0.87005,325.16,0.456,-0.0566,0.495,-0.0554
0.88084,230.57,0.434,-0.0387,0.469,-0.0359
0.91773,313,0.486,-0.0588,0.515,-0.053
0.93817,247.52,0.447,-0.0455,0.49,-0.0444
0.95644,367.1,0.533,-0.0729,0.562,-0.0702
0.99683,204.22,0.476,-0.0416,0.504,-0.0375
1.0238,370.91,0.537,-0.0797,0.584,-0.0786
1.0265,217.32,0.495,-0.0478,0.52,-0.0451
1.0559,255.69,0.537,-0.0575,0.546,-0.056
1.088,208.17,0.499,-0.0498,0.541,-0.0461
1.1075,229.64,0.523,-0.0584,0.559,-0.0533
1.13,364.19,0.595,-0.091,0.624,-0.0914
1.161,289.48,0.587,-0.0751,0.604,-0.0715
1.1969,244.46,0.56,-0.0694,0.606,-0.0646
1.2061,184.12,0.525,-0.0506,0.55,-0.0474
1.2265,379.19,0.631,-0.103,0.673,-0.1
1.2649,350.04,0.638,-0.102,0.668,-0.096
1.2965,264.39,0.606,-0.0804,0.637,-0.0777
1.3198,292.68,0.622,-0.0919,0.655,-0.0879
1.3449,358.64,0.66,-0.11,0.687,-0.109
1.3536,268.61,0.621,-0.0892,0.659,-0.084
1.3984,337.56,0.661,-0.114,0.695,-0.105
1.4091,330.26,0.678,-0.109,0.695,-0.105
1.4313,340.13,0.662,-0.112,0.709,-0.108
1.468,273.83,0.64,-0.0999,0.68,-0.0935
1.4791,187.57,0.581,-0.0702,0.621,-0.0643
1.0056,375.09,0.537,-0.0813,0.589,-0.0752
1.0268,319.37,0.538,-0.0682,0.574,-0.0679
1.0698,330.47,0.555,-0.0775,0.596,-0.0774
1.094,339.57,0.578,-0.083,0.608,-0.0777
1.1009,351.7,0.581,-0.0828,0.618,-0.0821
1.1489,314.28,0.577,-0.0812,0.61,-0.0792
1.1524,368.95,0.605,-0.0945,0.651,-0.0926
1.1829,358.27,0.611,-0.0932,0.646,-0.0926
1.2185,394.71,0.624,-0.105,0.685,-0.105
1.2327,395.43,0.632,-0.106,0.669,-0.106
1.2565,367.14,0.631,-0.102,0.679,-0.101
1.2857,327.16,0.626,-0.096,0.666,-0.0945
1.3056,308,0.617,-0.0937,0.648,-0.0912
1.329,391.53,0.672,-0.117,0.7,-0.113
1.3737,374.56,0.682,-0.118,0.694,-0.115
1.3911,384.13,0.682,-0.118,0.694,-0.115
1.4239,354.82,0.684,-0.117,0.704,-0.111
1.4323,324.08,0.676,-0.109,0.704,-0.106
1.464,345.84,0.68,-0.119,0.71,-0.114
1.4913,312.15,0.673,-0.112,0.709,-0.106
1.5217,355.81,0.714,-0.125,0.733,-0.123
1.5367,399.64,0.718,-0.139,0.756,-0.132
1.5525,387.55,0.726,-0.137,0.77,-0.131
1.5874,316.41,0.689,-0.116,0.731,-0.114
1.6023,333.71,0.693,-0.126,0.749,-0.118
1.6268,320.37,0.704,-0.12,0.735,-0.118
1.6707,372.13,0.73,-0.141,0.776,-0.138
1.6763,360.66,0.736,-0.14,0.779,-0.135
1.7109,329.3,0.717,-0.129,0.77,-0.126
1.7335,303.75,0.713,-0.125,0.743,-0.118
1.7558,302.17,0.714,-0.126,0.753,-0.121
1.7828,344.21,0.752,-0.138,0.777,-0.134
1.8032,385.4,0.779,-0.154,0.811,-0.149
1.8264,307.41,0.746,-0.132,0.775,-0.126
1.859,379.54,0.788,-0.155,0.818,-0.151
1.8971,335.08,0.765,-0.147,0.8,-0.138
1.9117,340.84,0.765,-0.146,0.792,-0.143
1.9381,381.54,0.793,-0.163,0.817,-0.157
1.962,362.72,0.787,-0.158,0.818,-0.152
1.984,348,0.787,-0.158,0.818,-0.152
0.50543,188.51117,0.237,-0.00535,0.252,0.0024
0.52031,221.8774,0.257,-0.00561,0.258,-0.00589
0.53048,272.2821,0.269,-0.00943,0.275,-0.0105
0.54302,185.32319,0.256,-0.00553,0.274,-0.00311
0.55981,326.02771,0.277,-0.022,0.291,-0.0198
0.57473,202.86707,0.282,-0.0098,0.286,-0.00538
0.58072,268.09677,0.305,-0.0172,0.33,-0.0131
0.59274,346.85828,0.298,-0.0271,0.346,-0.0221
0.60709,196.06899,0.291,-0.0136,0.328,-0.0105
0.6163,339.71926,0.345,-0.0267,0.343,-0.0261
0.62542,263.12421,0.345,-0.0267,0.343,-0.0261
0.64206,258.87482,0.341,-0.0192,0.361,-0.0151
0.65113,286.76188,0.334,-0.0249,0.357,-0.0211
0.66409,231.65576,0.344,-0.0191,0.364,-0.0174
