0.52342,277.91,0.246,-0.0034,0.261,-0.00433
0.53718,198.91,0.243,0.00394,0.265,0.0008
0.56284,222.19,0.256,-0.0052,0.296,-0.0051
0.59212,306.43,0.304,-0.0163,0.322,-0.0116
0.62269,236.36,0.308,-0.0152,0.306,-0.00886
0.63052,347.82,0.331,-0.0212,0.352,-0.0237
0.6588,319.7,0.32,-0.0162,0.373,-0.0275
0.69896,280.62,0.347,-0.0277,0.376,-0.0225
0.72323,296.71,0.363,-0.0263,0.425,-0.0267
0.74404,323.84,0.404,-0.0309,0.403,-0.0347
0.76039,252.34,0.466,-0.037,0.491,-0.0382
0.78788,301.26,0.401,-0.0406,0.438,-0.0323
0.82339,192.85,0.373,-0.0266,0.417,-0.0184
0.84023,212.17,0.417,-0.0321,0.424,-0.0151
0.87005,325.16,0.454,-0.0439,0.486,-0.0448
0.88084,230.57,0.408,-0.0322,0.436,-0.0252
0.91773,313,0.464,-0.0424,0.508,-0.0448
0.93817,247.52,0.463,-0.0361,0.492,-0.0364
0.95644,367.1,0.495,-0.0651,0.551,-0.0577
0.99683,204.22,0.446,-0.0333,0.492,-0.0336
1.0238,370.91,0.54,-0.0694,0.57,-0.0736
1.0265,217.32,0.467,-0.0347,0.516,-0.042
1.0559,255.69,0.496,-0.0486,0.535,-0.0532
1.088,208.17,0.48,-0.0402,0.506,-0.0342
1.1075,229.64,0.504,-0.0407,0.53,-0.0354
1.13,364.19,0.569,-0.0715,0.612,-0.0852
1.161,289.48,0.548,-0.0596,0.589,-0.061
1.1969,244.46,0.527,-0.0609,0.563,-0.0601
1.2061,184.12,0.494,-0.0442,0.538,-0.0357
1.2265,379.19,0.612,-0.0909,0.663,-0.0945
1.2649,350.04,0.605,-0.0906,0.658,-0.0867
1.2965,264.39,0.578,-0.0661,0.628,-0.0654
1.3198,292.68,0.608,-0.0836,0.635,-0.0765
1.3449,358.64,0.65,-0.0843,0.654,-0.0949
1.3536,268.61,0.575,-0.077,0.62,-0.0703
1.3984,337.56,0.636,-0.0914,0.679,-0.0934
1.4091,330.26,0.64,-0.0912,0.693,-0.102
1.4313,340.13,0.635,-0.0988,0.687,-0.102
1.468,273.83,0.614,-0.0825,0.666,-0.0888
1.4791,187.57,0.543,-0.0568,0.563,-0.0526
1.0056,375.09,0.519,-0.0669,0.552,-0.0669
1.0268,319.37,0.52,-0.0596,0.558,-0.054
1.0698,330.47,0.529,-0.0666,0.579,-0.0608
1.094,339.57,0.538,-0.0705,0.596,-0.0713
1.1009,351.7,0.553,-0.0751,0.608,-0.0703
1.1489,314.28,0.556,-0.0665,0.603,-0.0661
1.1524,368.95,0.594,-0.081,0.62,-0.0781
1.1829,358.27,0.581,-0.0842,0.625,-0.0798
1.2185,394.71,0.615,-0.0858,0.658,-0.0858
1.2327,395.43,0.619,-0.0961,0.657,-0.0917
1.2565,367.14,0.615,-0.086,0.659,-0.091
1.2857,327.16,0.595,-0.084,0.639,-0.084
1.3056,308,0.608,-0.0745,0.634,-0.0796
1.329,391.53,0.644,-0.103,0.685,-0.102
1.3737,374.56,0.658,-0.0971,0.704,-0.0998
1.3911,384.13,0.655,-0.102,0.699,-0.103
1.4239,354.82,0.66,-0.0996,0.7,-0.0988
1.4323,324.08,0.628,-0.0887,0.68,-0.0928
1.464,345.84,0.669,-0.1,0.703,-0.0976
1.4913,312.15,0.653,-0.094,0.692,-0.0943
1.5217,355.81,0.684,-0.11,0.724,-0.105
1.5367,399.64,0.697,-0.117,0.744,-0.119
1.5525,387.55,0.7,-0.114,0.744,-0.117
1.5874,316.41,0.654,-0.0995,0.71,-0.103
1.6023,333.71,0.683,-0.107,0.718,-0.106
1.6268,320.37,0.677,-0.105,0.711,-0.0981
